Node,Centrality,Latitude,Longitude
BERGEN STREET,0.0003687315634218,40.6808135,-73.9750886
CLAVER PLACE,0.0003687315634218,40.682421,-73.957534
FRANKLIN AVENUE,0.0007374631268436,40.6706813,-73.9579734
PACIFIC ST,0.0003687315634218,40.6802115,-73.9641075
DEAN ST,0.0003687315634218,40.675969,-73.933226
GREENLEAF AVENUE,0.0003687315634218,40.627991,-74.1269026
DRIPROCK STREET,0.0003687315634218,40.6316333,-74.1280439
MULBERRY AVENUE,0.0003687315634218,40.7488859,-73.8170488
PARK DRIVE NORTH,0.0003687315634218,40.599849,-74.167621
WESTWOOD AVENUE,0.0011061946902654,40.606217,-74.123862
DAWSON STREET,0.0003687315634218,40.816724,-73.900922
SUFFOLK AVENUE,0.0007374631268436,40.6042362,-74.1280044
LIVINGSTON AVENUE,0.0007374631268436,40.8951185,-73.9017755
HOLDEN BOULEVARD,0.0003687315634218,40.6043093,-74.125676
QUEEN STREET,0.0003687315634218,40.6029,-74.126355
Clove Rd,0.0011061946902654,40.6139911,-74.1012626
Raymond Place,0.0014749262536873,40.629647,-74.125462
Eunice Place,0.0003687315634218,40.624128,-74.152791
Simonson Ave,0.0007374631268436,40.6298624,-74.1525051
Manor Rd,0.0003687315634218,40.6092982,-74.1212609
AKRON STREET,0.0007374631268436,40.6111835,-74.1572979
JARDINE AVENUE,0.0003687315634218,40.6109974,-74.1619218
Houseman Ave,0.0003687315634218,40.6372634,-74.1485175
Wright Ave,0.0003687315634218,40.8806472,-73.8331952
Rector St,0.0003687315634218,40.70722,-74.013342
GRAHAM AVENUE,0.0003687315634218,40.7145231,-73.9443875
DINSMORE STREET,0.0007374631268436,40.6042894,-74.1701652
SOUTH GANNON AVENUE,0.0007374631268436,40.6077528,-74.1321402
AVENUE L,0.0003687315634218,40.6397462,-73.8936347
AVENUE M,0.0003687315634218,40.6178971,-73.959474
WILLIAMS AVENUE,0.0014749262536873,40.6530013,-73.894129
ALABAMA AVENUE,0.0007374631268436,40.6768986,-73.8992908
ANNA COURT,0.0007374631268436,40.655762,-73.894708
EAST 66 STREET,0.0003687315634218,40.7650911,-73.9615641
EAST 67 STREET,0.0003687315634218,40.7673602,-73.9648123
11 AVENUE,0.0007374631268436,40.7127281,-74.0060152
12 AVENUE,0.0007374631268436,40.8178841,-73.9604648
HINSDALE STREET,0.0014749262536873,40.671205,-73.900507
HEGEMAN AVENUE,0.0007374631268436,40.664857,-73.880222
AUTUMN AVENUE,0.0014749262536873,40.6725449,-73.8673882
LINCOLN AVENUE,0.0011061946902654,40.5809377,-74.1115953
GEORGIA AVENUE,0.0011061946902654,40.6521022,-73.887989
19 AVENUE,0.0014749262536873,40.71063105,-73.79225997229709
20 AVENUE,0.0003687315634218,40.61741,-73.985026
SHEFFIELD AVENUE,0.0007374631268436,40.6770031,-73.8981744
NADINE STREET,0.0007374631268436,40.5761922,-74.1281262
BISHOP STREET,0.0011061946902654,40.573409,-74.126811
Baltic Ave,0.0003687315634218,40.605384,-74.089524
Roosevelt St,0.0003687315634218,40.6058902,-74.0913604
CARLYLE GREEN,0.0003687315634218,40.55531245,-74.19849950232557
KRISSA COURT,0.0007374631268436,40.5565008,-74.1999833
RAMONA AVENUE,0.0014749262536873,40.534803,-74.215755
SONIA COURT,0.0003687315634218,40.5346222,-74.2196489
114 AVENUE,0.0003687315634218,42.4353462,-76.4998644
114 ROAD,0.0007374631268436,43.1273415,-77.5566183
IONIA AVENUE,0.0007374631268436,40.5478522,-74.1781804
BARLOW AVENUE,0.0003687315634218,40.5569784,-74.1691292
MONTEREY AVENUE,0.0003687315634218,40.5556653,-74.1735223
RATHBUN AVENUE,0.0007374631268436,40.5398752,-74.1956354
LAMONT AVENUE,0.0003687315634218,40.5407209,-74.187176
HEENAN AVENUE,0.0007374631268436,40.5420006,-74.1879244
BELFIELD AVENUE,0.0003687315634218,40.5469892,-74.1916855
EVERTON AVENUE,0.0007374631268436,40.547297,-74.194016
ROSE LANE,0.0007374631268436,40.533145,-74.186983
COLON STREET,0.0003687315634218,40.523645,-74.181508
PRESTON AVENUE,0.0003687315634218,40.5368399,-74.161697
BAMBERGER LANE,0.0007374631268436,40.5412635,-74.1669787
Beach Ave,0.0003687315634218,40.8389129,-73.86735
3rd St,0.0003687315634218,40.5747037,-74.1186046
E 37 St,0.0003687315634218,40.7473771,-73.9760197
E 38 St,0.0003687315634218,40.7483053,-73.97643
Dole St,0.0003687315634218,40.5271772,-74.1726884
Poillon Ave,0.0003687315634218,40.5368532,-74.1795958
LADD AVENUE,0.0003687315634218,40.561335,-74.175094
BERRY AVENUE,0.0007374631268436,40.5606398,-74.1747787
SINCLAIR AVENUE,0.0007374631268436,40.5432988,-74.1915175
SHELDON AVENUE,0.0003687315634218,40.5480112,-74.1836371
WINANT PLACE,0.0003687315634218,40.5367746,-74.2396475
MANLEY STREET,0.0003687315634218,40.5349848,-74.2373184
Senator St,0.0007374631268436,40.6375525,-74.0255652
68th St,0.0003687315634218,40.635318,-74.023235
71 STREET,0.0011061946902654,40.7429616,-73.9922855
72 STREET,0.0014749262536873,40.7790162,-73.9818557
NORFOLK STREET,0.0003687315634218,40.5784139,-73.9388723
OXFORD STREET,0.0003687315634218,40.5785168,-73.9379493
Falmouth St,0.0003687315634218,40.5775693,-73.9462882
Girard St,0.0003687315634218,40.579992,-73.9458052
25 Ave,0.0003687315634218,40.7264628,-73.7168453
E 16 St,0.0007374631268436,40.7294689,-73.9740105
Bay Court,0.0003687315634218,40.5842657,-73.9517505
Sheepshead Bay Rd,0.0003687315634218,40.5870625,-73.9528309
68 St,0.0003687315634218,40.7678782,-73.9641187
Bay Ridge Ave,0.0003687315634218,40.6347733,-74.0234269
19 Ave,0.0003687315634218,40.71063105,-73.79225997229709
20 Ave,0.0003687315634218,40.61741,-73.985026
AVENUE S,0.0007374631268436,40.610228,-73.9306
AVENUE T,0.0007374631268436,40.615647,-73.917887
E 14 St,0.0003687315634218,40.7280858,-73.9748119
E 15 St,0.0003687315634218,40.7326744,-73.9835879
ALBEMARLE ROAD,0.0003687315634218,40.6478739,-73.9556227
CHURCH AVENUE,0.0003687315634218,40.6507967,-73.9495439
30 STREET,0.0011061946902654,40.7438832,-73.9815498
31 STREET,0.0003687315634218,40.7291862,-73.9955475
52 STREET,0.0007374631268436,40.764809,-73.9881641
53 STREET,0.0011061946902654,40.7579857,-73.9700699
FARRAGUT ROAD,0.0007374631268436,40.637394,-73.92986
GLENWOOD ROAD,0.0003687315634218,40.6321123,-73.964598
CLARKSON AVENUE,0.0003687315634218,40.6565477,-73.931909
LENOX ROAD,0.0025811209439528,40.6553529,-73.9306307
Lenox Rd,0.0007374631268436,40.6553529,-73.9306307
Troy Ave,0.0003687315634218,40.6775604,-73.9358607
E 45 St,0.0003687315634218,40.739963,-73.9873000241046
Kingston Ave,0.0003687315634218,40.6694074,-73.9421829
Albany Ave,0.0003687315634218,40.6780172,-73.9385941
LAWRENCE AVENUE,0.0003687315634218,40.6291546,-73.9767152
PARKVILLE AVENUE,0.0003687315634218,40.633084,-73.9671693
34 AVENUE,0.0007374631268436,40.7554667,-74.0013993
35 AVENUE,0.0011061946902654,40.7127281,-74.0060152
51 STREET,0.0003687315634218,40.7419489,-73.9861417
BARNETT AVENUE,0.0003687315634218,40.749979,-73.911625
39 AVENUE,0.0014749262536873,40.7526866,-73.9329357
56 STREET,0.0007374631268436,40.7561904,-73.9818638
57 STREET,0.0007374631268436,40.764332,-73.9764332
45 ROAD,0.0003687315634218,40.650529,-73.7909377
46 AVENUE,0.0018436578171091,40.5474654,-74.21057807906976
46 ROAD,0.0003687315634218,40.6585005,-73.7741302
47 AVENUE,0.0007374631268436,40.5474584,-74.21060924185232
84 AVENUE,0.0007374631268436,42.1491666,-75.880944024801
84 ROAD,0.0022123893805309,40.65659075,-73.7958194461682
COURT SQUARE,0.0003687315634218,40.7464555,-73.9454525
44 DRIVE,0.0003687315634218,40.84102115,-73.8614553
192 STREET,0.0018436578171091,40.7579453,-73.7897598
193 STREET,0.0007374631268436,40.6222255,-73.95034801637931
43 STREET,0.0007374631268436,40.7127281,-74.0060152
41 DRIVE,0.0003687315634218,40.841155650000005,-73.86157792779684
43 AVENUE,0.0003687315634218,40.5474864,-74.2104843
47 ROAD,0.0003687315634218,40.6508952,-73.7907834
67 AVENUE,0.0018436578171091,40.7267968,-73.8532472
69 AVENUE,0.0011061946902654,40.7463474,-73.896305
195 STREET,0.0011061946902654,42.6570346,-73.76240338845241
196 STREET,0.0003687315634218,40.72281465,-73.83761840575083
37 AVENUE,0.0007374631268436,40.7645956,-73.9163245
38 AVENUE,0.0003687315634218,40.5472657,-74.2104652
HORACE HARDING EXPRESSWAY,0.0003687315634218,40.7641061,-73.7208873
65 AVENUE,0.0014749262536873,41.710067,-73.9299855
201 STREET,0.0011061946902654,42.4373576,-76.4945086
202 STREET,0.0011061946902654,44.002353,-75.9815022
CASTLE HILL AVENUE,0.0007374631268436,40.83421755,-73.85164517914008
HAVEMEYER AVENUE,0.0003687315634218,40.823665,-73.8459587
182ND ST,0.0003687315634218,40.7402898,-73.7924617
181ST ST,0.0003687315634218,40.8517607,-73.9379597
CHATTERTON AVENUE,0.0003687315634218,40.8290673,-73.8448281
BLACKROCK AVENUE,0.0003687315634218,40.8286259,-73.8535314
DEVOE AVENUE,0.0007374631268436,40.840755,-73.876908
WHITE PLAINS ROAD,0.0014749262536873,40.8941458,-73.8569108
HUGH J GRANT CIRCLE,0.0007374631268436,40.8331772,-73.8603295
COMMONWEALTH AVENUE,0.0007374631268436,40.828473,-73.8674808
ST LAWRENCE AVENUE,0.0007374631268436,40.8316162,-73.8672666
HENLEY ROAD,0.0007374631268436,40.7178508,-73.7775912
87 ROAD,0.0007374631268436,40.6388816,-73.7846106
MILES AVENUE,0.0003687315634218,40.554938,-74.1491649
LAWTON AVENUE,0.0007374631268436,40.8196178,-73.8096256
DEWEY AVENUE,0.0007374631268436,40.5557534,-74.1469589
CROSS BRONX EXPRESSWAY,0.0014749262536873,40.8452848,-73.9279511
GIEGERICH PLACE,0.0003687315634218,40.813117,-73.8058711
GLENNON PLACE,0.0003687315634218,40.8156251,-73.8020849
BALCOM AVENUE,0.0003687315634218,40.828246,-73.832138
HERMANY AVENUE,0.0007374631268436,40.824735,-73.849361
STORY AVENUE,0.0007374631268436,40.8230598,-73.8673773
TIOGA DRIVE,0.0003687315634218,40.6948928,-73.7647267
SUFFOLK DRIVE,0.0003687315634218,40.6939791,-73.7635993
115 ROAD,0.0014749262536873,43.2408621,-77.6292996
115 DRIVE,0.0007374631268436,42.7244561,-73.9088825
EPSOM COURSE,0.0003687315634218,40.723773,-73.766659
204 STREET,0.0007374631268436,40.7941716,-73.9710329
195 PLACE,0.0003687315634218,43.1133775,-73.73874985946094
200 STREET,0.0025811209439528,40.71364135,-74.01482043211588
GRAVETT ROAD,0.0003687315634218,40.7352894,-73.8236358
MELBOURNE AVENUE,0.0007374631268436,40.7337753,-73.814858
BELKNAP STREET,0.0003687315634218,40.677415,-73.758787
180 STREET,0.0003687315634218,40.8418946,-73.8735195
BARNETT AVE,0.0003687315634218,40.749979,-73.911625
GRAND CONCOURSE,0.0036873156342182,40.8510934,-73.9046308
MONROE AVENUE,0.0003687315634218,40.844689,-73.906665
UNDERHILL AVENUE,0.0003687315634218,40.7471869,-73.7945456
116 AVENUE,0.0003687315634218,40.6981596,-73.7427622
199 STREET,0.0007374631268436,40.61617595,-73.96300021968017
217 STREET,0.0003687315634218,40.9081586,-73.8523384
218 STREET,0.0003687315634218,40.741354,-73.7568596
191 STREET,0.0007374631268436,40.7251939,-74.0030151
GREENE AVENUE,0.0003687315634218,40.70544,-73.912137
BLEECKER STREET,0.0003687315634218,40.7298973,-74.0022288
SAGE STREET,0.0007374631268436,40.6076756,-73.7454299
BALSAM COURT,0.0003687315634218,40.6064547,-73.7450209
BEACH 7TH ST,0.0003687315634218,40.5986913,-73.7422868
BEACH 9TH ST,0.0003687315634218,40.6070404,-73.746346
VALENTINE AVENUE,0.0003687315634218,40.8493511,-73.9008939
MURDOCK AVENUE,0.0014749262536873,40.8934791,-73.8410378
HILL AVENUE,0.0011061946902654,40.8935705,-73.84011
CROTONA PARK EAST,0.0003687315634218,40.8366261,-73.8925344
WEST FORDHAM ROAD,0.0014749262536873,40.8627548,-73.9047707
LANDING ROAD,0.0003687315634218,40.862206,-73.9106182
HAMPDEN PLACE,0.0003687315634218,40.8614938,-73.9108971
CLAY AVENUE,0.0007374631268436,40.8405432,-73.9052344
EAST MT EDEN AVENUE,0.0007374631268436,40.8435761,-73.9130722
EAST FORDHAM ROAD,0.0025811209439528,40.8554124,-73.8767367
PARK AVENUE,0.0011061946902654,40.7514645,-73.9779934
SHERMAN AVENUE,0.0011061946902654,40.8665569,-73.9179204
GRANT AVENUE,0.0007374631268436,40.6768466,-73.8653952
SHERIDAN AVENUE,0.0018436578171091,40.8429273,-73.9109842
HOE AVENUE,0.0003687315634218,40.833738,-73.888802
VYSE AVENUE,0.0007374631268436,40.831798,-73.888936
LONGFELLOW AVENUE,0.0014749262536873,40.8345074,-73.8852554
BOONE AVENUE,0.0003687315634218,40.8285415,-73.8861591
84 DRIVE,0.0007374631268436,43.1935673,-77.6839332
ANTHONY AVENUE,0.0014749262536873,40.846602,-73.903805
RYER AVENUE,0.0007374631268436,40.8556196,-73.8996932
CROMWELL AVENUE,0.0003687315634218,40.840876,-73.919783
GOBLE PLACE,0.0007374631268436,40.843822,-73.916556
163 AVENUE,0.0003687315634218,40.8369451,-73.9401256
164 AVENUE,0.0003687315634218,43.1512108,-77.6921607
146 STREET,0.0014749262536873,43.4554817,-76.5056196
SUTPHIN BOULEVARD,0.0003687315634218,40.70546,-73.810708
139 STREET,0.0007374631268436,40.7162415,-73.9953155
143 STREET,0.0018436578171091,40.7171709,-73.9947953
147 STREET,0.0007374631268436,40.7444948,-73.9941795
82 DRIVE,0.0003687315634218,43.2094944,-77.5713447
111 ROAD,0.0007374631268436,43.1264117,-77.552677
SAYRES AVENUE,0.0003687315634218,40.692661,-73.780869
PARK LANE SOUTH,0.0007374631268436,40.6983202,-73.8489376
116 STREET,0.0003687315634218,40.8044723,-73.9553299
FREEDOM DRIVE,0.0007374631268436,40.700494,-73.8481861
108 STREET,0.0007374631268436,40.7941983,-73.9468558
CLAUDE AVENUE,0.0007374631268436,40.6913619,-73.7875633
MATHIAS AVENUE,0.0007374631268436,40.6908783,-73.7869354
144 STREET,0.0007374631268436,43.454626,-76.50395650000002
145 STREET,0.0003687315634218,40.6961065,-73.9934728
148 AVENUE,0.0003687315634218,40.823712,-73.9361014
175 STREET,0.0003687315634218,40.676749,-74.0190377
BROOKVILLE BOULEVARD,0.0007374631268436,40.6732591,-73.7338072
109 AVENUE,0.0007374631268436,40.6232018,-74.1485547
FERNDALE AVENUE,0.0003687315634218,40.592631,-74.1593341
BRISBIN STREET,0.0011061946902654,40.6949005,-73.8083031
ALLENDALE STREET,0.0003687315634218,40.6952883,-73.8075469
140 STREET,0.0007374631268436,40.6448601,-74.0243978
141 STREET,0.0014749262536873,40.7171476,-73.9947178
156 STREET,0.0007374631268436,42.6577727,-73.76201308868659
157 STREET,0.0003687315634218,40.765424,-73.9655259
87 STREET,0.0007374631268436,40.7787298,-73.9516712
88 STREET,0.0011061946902654,40.6798468,-73.8515018
89 STREET,0.0003687315634218,40.777874,-73.9457066
91 STREET,0.0011061946902654,40.7801315,-73.9471772
92 STREET,0.0022123893805309,40.7798048,-73.9444584
53 ROAD,0.0003687315634218,40.6528925,-73.7948032
53 DRIVE,0.0003687315634218,40.7289682,-73.9011495
54 ROAD,0.0003687315634218,44.6743417,-73.4498978
55 AVENUE,0.0011061946902654,40.6862164,-73.9712002
55 DRIVE,0.0011061946902654,43.2293599,-77.5444068
WETHEROLE STREET,0.0003687315634218,40.7279569,-73.8635025
BOOTH STREET,0.0003687315634218,40.7278701,-73.861091
62 STREET,0.0003687315634218,40.626472,-73.996895
53 AVENUE,0.0011061946902654,40.7605598,-73.9759537
67 DRIVE,0.0007374631268436,43.1266343,-77.6013132
68 AVENUE,0.0018436578171091,40.7651325,-73.9580265
60 ROAD,0.0007374631268436,44.674222,-73.4500197
60 DRIVE,0.0007374631268436,40.55579575,-74.14147530951195
74 STREET,0.0018436578171091,40.7468762,-73.8912482
86 AVENUE,0.0011061946902654,40.7788556,-73.9542942
86 ROAD,0.0003687315634218,40.6395178,-73.7850248
ST FELIX AVENUE,0.0007374631268436,40.6935756,-73.8999538
76 STREET,0.0014749262536873,40.7176312,-73.9621108
78 STREET,0.0003687315634218,40.7700538,-73.9493699
83 STREET,0.0007374631268436,40.7868804,-73.9791535
84 STREET,0.0014749262536873,40.7798468,-73.96051
ST ANNS AVENUE,0.0011061946902654,40.59127905,-74.0966613290885
ST ANN'S PLACE,0.0003687315634218,40.8033439,-73.9188385
ALSTYNE AVENUE,0.0003687315634218,40.7435996,-73.8627563
94 STREET,0.0014749262536873,40.7820092,-73.9458177
93 STREET,0.0007374631268436,40.7805427,-73.9442562
SENECA AVENUE,0.0007374631268436,40.7028171,-73.9076756
BRONXWOOD AVENUE,0.0011061946902654,40.8709169,-73.8613921
MARAN PLACE,0.0007374631268436,40.8536664,-73.8680535
LYDIG AVENUE,0.0018436578171091,40.854477,-73.866694
SANDS PLACE,0.0007374631268436,40.8509586,-73.8288667
WILKINSON AVENUE,0.0003687315634218,40.851737,-73.831961
97 STREET,0.0014749262536873,40.7336006,-73.9577332
98 STREET,0.0007374631268436,40.5853442,-73.8204847
MC DONALD STREET,0.0007374631268436,43.160862,-77.5489101
RHINELANDER AVENUE,0.0011061946902654,40.8533481,-73.8504837
58 STREET,0.0011061946902654,40.7650598,-73.9768355
58 PLACE,0.0003687315634218,40.9187718,-73.7921969
ARNOW PLACE,0.0003687315634218,40.850241,-73.828839
ALLERTON AVENUE,0.0003687315634218,40.8654299,-73.8673652
RADCLIFF AVENUE,0.0014749262536873,40.8488467,-73.8579599
PELHAM PARKWAY,0.0018436578171091,40.857229,-73.8676281
59 STREET,0.0007374631268436,40.7159458,-73.9983991
59 PLACE,0.0003687315634218,43.1246516,-77.5810939
BILLINGS STREET,0.0003687315634218,40.562067,-74.1807733
90 AVENUE,0.0007374631268436,40.7483933,-73.8767862
62 DRIVE,0.0011061946902654,40.55596965,-74.14098696182228
63 AVENUE,0.0003687315634218,40.764629,-73.966113
BARNES AVENUE,0.0007374631268436,40.893249,-73.854067
MATTHEWS AVENUE,0.0003687315634218,40.8644696,-73.8626116
HONE AVENUE,0.0003687315634218,40.8562345,-73.8598498
LURTING AVENUE,0.0007374631268436,40.8707258,-73.8566452
HERING AVENUE,0.0003687315634218,40.8675173,-73.85376
TENBROECK AVENUE,0.0014749262536873,40.8571425,-73.852718
HOLLAND AVENUE,0.0003687315634218,40.859594,-73.865585
WALLACE AVENUE,0.0007374631268436,40.8543854,-73.8648158
CRUGER AVENUE,0.0003687315634218,40.8654585,-73.8663423
TROUTMAN STREET,0.0003687315634218,40.706523,-73.9229157
STARR STREET,0.0003687315634218,40.7130153,-73.9151007
52 AVENUE,0.0003687315634218,40.7441763,-73.9124986
THORNHILL AVENUE,0.0003687315634218,40.7615236,-73.7340314
69 PLACE,0.0007374631268436,42.64412595,-73.75706734277442
69 LANE,0.0007374631268436,40.58515565,-74.16234096752397
54 STREET,0.0003687315634218,40.7529557,-73.98424111391972
GATES AVENUE,0.0007374631268436,40.6895761,-73.9222019
PALMETTO STREET,0.0003687315634218,40.7035228,-73.9068237
REMSEN PLACE,0.0003687315634218,40.7253462,-73.9010854
66 STREET,0.0011061946902654,40.7650911,-73.9615641
VANDERVEER STREET,0.0007374631268436,40.7220869,-73.746203
215 STREET,0.0003687315634218,40.58882415,-73.80463095303196
QUEENS BOULEVARD,0.0003687315634218,40.727634,-73.854941
101 AVENUE,0.0011061946902654,40.7127281,-74.0060152
103 AVENUE,0.0007374631268436,40.5799355,-74.108975
87 AVENUE,0.0003687315634218,43.229982750000005,-77.54499437496813
45 DRIVE,0.0007374631268436,40.84097805,-73.86140948678914
64 AVENUE,0.0003687315634218,41.7134121,-73.9250864
58 AVENUE,0.0007374631268436,41.710292550000005,-73.93046415
59 AVENUE,0.0003687315634218,40.7627515,-73.9674728
PEMBROKE AVENUE,0.0003687315634218,40.771241,-73.733833
WEST END DRIVE,0.0003687315634218,40.770784,-73.733254
65 STREET,0.0007374631268436,40.6683339,-73.9945913
51 ROAD,0.0003687315634218,40.6534715,-73.7249499
55 STREET,0.0003687315634218,40.7391005,-73.9946765
73 PLACE,0.0003687315634218,43.1251051,-77.5811748
SELFRIDGE STREET,0.0003687315634218,40.7175453,-73.8572112
MADISON STREET,0.0007374631268436,40.7124722,-73.9924089
PUTNAM AVENUE,0.0003687315634218,40.6835995,-73.9538544
75 STREET,0.0003687315634218,40.7848291,-73.9542105
90 STREET,0.0007374631268436,40.5880338,-73.8136929
LONG ISLAND RAILROAD,0.0003687315634218,40.6890938,-73.84453471046209
97 AVENUE,0.0011061946902654,40.7858947,-73.9486003
100 STREET,0.0003687315634218,40.75160785,-73.98688411737558
101 STREET,0.0014749262536873,40.7189467,-73.9907984
ASKE STREET,0.0007374631268436,40.7479388,-73.8723072
89 AVENUE,0.0003687315634218,43.4799296,-110.7661121
75 AVENUE,0.0003687315634218,40.718331,-73.837324
76 AVENUE,0.0003687315634218,40.73911005,-73.72843327836574
HAWTREE ST,0.0003687315634218,40.6688956,-73.8350415
113 DRIVE,0.0003687315634218,43.1234548,-77.5987659
107 STREET,0.0011061946902654,40.7179689,-74.0007627
85 STREET,0.0003687315634218,40.7265891,-73.9898025
194 STREET,0.0003687315634218,40.7261717,-73.99680121665565
EAST MOSHOLU PARKWAY SOUTH,0.0003687315634218,40.8782085,-73.8846837
190 STREET,0.0007374631268436,40.7187866,-73.955001
COLLEGE POINT BOULEVARD,0.0003687315634218,40.7519269,-73.832353
133 STREET,0.0007374631268436,40.77589695,-73.95851002450112
203 STREET,0.0007374631268436,40.6640462,-73.80760815000002
BAINBRIDGE AVENUE,0.0003687315634218,40.8723153,-73.8818632
VAN CORTLANDT AVENUE EAST,0.0007374631268436,40.8773555,-73.885316
WICKHAM AVENUE,0.0003687315634218,40.8943092,-73.8489769
BRUNER AVENUE,0.0007374631268436,40.858839,-73.833426
GIVAN AVENUE,0.0007374631268436,40.8812551,-73.8248256
TILLOTSON AVENUE,0.0007374631268436,40.8841611,-73.8219602
25 AVENUE,0.0007374631268436,40.7264628,-73.7168453
AUSTIN PLACE,0.0003687315634218,40.810264,-73.903984
TIMPSON PLACE,0.0003687315634218,40.8104974,-73.9050784
LONGWOOD AVENUE,0.0007374631268436,40.8162916,-73.8962205
EAST 149 STREET,0.0007374631268436,40.8120839,-73.9041639
TIFFANY STREET,0.0003687315634218,40.8176473,-73.8929363
BARRETTO STREET,0.0003687315634218,40.8100874,-73.8881944
ASTORIA BOULEVARD,0.0003687315634218,40.7704417,-73.9176868
HOLLERS AVENUE,0.0003687315634218,40.8836763,-73.829635
BOSTON ROAD,0.0014749262536873,40.8744555,-73.8521352
CANAL PLACE,0.0003687315634218,40.8165065,-73.9252185
